timestamp,cell_id,site_id,sector_id,technology,band,prb_dl_util,prb_ul_util,throughput_dl_mbps,throughput_ul_mbps,rrc_users,latency_ms,packet_loss_pct,sinr_db
2024-01-01 03:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,65.965,34.477,93.863,60.027,211,22.767,0.607,20.049
2024-01-01 04:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,71.088,32.606,82.714,50.264,217,23.487,1.054,17.335
2024-01-01 05:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,69.944,39.702,97.394,49.57,209,23.746,0.373,20.081
2024-01-01 06:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,71.05,43.321,72.804,54.758,230,22.979,0.762,17.873
2024-01-01 07:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,66.588,44.063,95.321,48.096,217,23.27,0.496,20.68
2024-01-01 08:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,61.574,43.22,90.058,60.088,223,23.046,0.523,19.099
2024-01-01 09:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,62.595,37.971,106.707,54.834,211,20.921,0.545,19.821
2024-01-01 10:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,61.423,41.065,89.646,46.648,198,19.865,0.369,19.011
2024-01-01 11:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,53.874,21.58,116.237,66.176,169,21.053,0.0,20.985
2024-01-01 12:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,50.327,32.363,124.191,57.723,215,19.34,0.0,20.433
2024-01-01 13:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,46.157,27.037,116.774,75.813,194,19.494,0.0,20.629
2024-01-01 14:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,45.535,25.333,122.205,70.876,158,19.334,0.0,19.133
2024-01-01 15:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,35.275,14.8,141.379,75.873,152,14.932,0.0,21.031
2024-01-01 16:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,43.718,21.277,134.627,72.037,161,19.671,0.0,20.799
2024-01-01 17:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,38.761,20.794,116.688,71.887,170,18.416,0.0,20.879
2024-01-01 18:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,34.768,17.269,124.232,75.208,144,16.183,0.0,20.155
2024-01-01 19:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,36.352,20.04,133.567,69.903,172,18.415,0.0,21.053
2024-01-01 20:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,46.587,29.413,121.493,66.535,174,17.057,0.0,20.462
2024-01-01 21:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,41.961,31.264,107.876,53.959,159,15.414,0.0,20.474
2024-01-01 22:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,47.086,33.509,115.071,47.493,192,20.274,0.0,20.512
2024-01-01 23:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,56.022,30.075,96.694,65.175,222,18.939,0.0,20.883
2024-01-02 00:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,57.17,38.805,101.981,59.954,197,20.863,0.0,18.703
2024-01-02 01:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,64.317,41.458,87.378,47.706,185,21.852,0.191,18.289
2024-01-02 02:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,64.713,43.208,91.471,46.992,221,22.522,0.322,17.791
2024-01-02 03:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,67.562,39.349,90.088,56.267,197,20.905,0.633,18.397
2024-01-02 04:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,73.911,45.773,70.121,46.663,206,25.06,0.503,18.398
2024-01-02 05:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,77.817,47.634,69.322,44.15,243,22.506,0.672,18.623
2024-01-02 06:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,71.43,42.464,72.29,48.79,202,22.553,0.897,18.693
2024-01-02 07:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,74.256,46.993,71.213,45.082,252,25.24,1.216,16.78
2024-01-02 08:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,70.12,48.907,86.9,42.45,227,22.759,0.814,18.163
2024-01-02 09:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,67.706,42.292,92.854,64.394,205,20.701,0.7,17.899
2024-01-02 10:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,65.581,40.847,100.869,52.158,222,23.851,0.06,20.185
2024-01-02 11:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,60.505,41.824,91.672,50.997,182,21.66,0.332,20.136
2024-01-02 12:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,49.439,34.547,111.628,49.825,179,20.514,0.0,20.628
2024-01-02 13:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,45.757,28.583,127.585,61.953,169,18.488,0.0,21.485
2024-01-02 14:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,47.794,28.09,102.94,65.257,172,17.535,0.0,20.292
2024-01-02 15:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,50.031,26.618,126.845,70.669,178,19.169,0.0,19.999
2024-01-02 16:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,41.359,22.848,111.381,68.97,161,19.157,0.0,19.238
2024-01-02 17:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,42.242,27.648,120.728,56.231,153,17.528,0.0,21.726
2024-01-02 18:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,37.326,25.703,131.593,64.875,146,19.02,0.0,19.599
2024-01-02 19:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,36.272,20.361,134.314,68.328,133,20.653,0.0,21.281
2024-01-02 20:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,39.332,22.412,108.299,69.893,160,20.577,0.0,21.087
2024-01-02 21:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,49.053,29.757,95.572,64.936,169,19.713,0.0,20.19
2024-01-02 22:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,48.23,27.789,104.183,68.837,185,18.04,0.0,21.872
2024-01-02 23:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,57.828,36.244,97.698,55.935,181,21.297,0.123,19.346
2024-01-03 00:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,58.422,30.454,108.447,54.227,189,21.12,0.007,19.426
2024-01-03 01:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,62.353,44.568,85.33,51.016,212,21.047,0.252,19.294
2024-01-03 02:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,66.021,44.505,85.92,44.439,200,21.885,0.771,19.284
2024-01-03 03:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,75.851,56.098,78.165,30.826,216,23.203,0.917,16.981
2024-01-03 04:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,69.809,42.705,92.495,44.842,201,26.541,0.65,18.48
2024-01-03 05:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,70.181,50.337,87.631,35.446,237,23.482,0.535,19.702
2024-01-03 06:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,76.372,47.732,69.031,48.093,196,25.675,1.29,16.457
2024-01-03 07:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,73.499,49.632,80.713,44.219,202,23.399,0.555,17.827
2024-01-03 08:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,69.118,42.261,83.146,49.653,209,23.59,0.645,18.102
2024-01-03 09:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,66.898,33.793,89.684,58.095,220,23.857,0.204,16.872
2024-01-03 10:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,63.203,39.157,90.979,56.122,208,23.232,0.507,18.709
2024-01-03 11:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,51.336,34.905,115.853,52.442,200,21.022,0.0,21.296
2024-01-03 12:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,50.135,30.178,112.777,55.744,191,20.519,0.0,20.068
2024-01-03 13:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,48.673,29.143,107.085,59.378,199,19.801,0.0,18.758
2024-01-03 14:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,39.792,16.52,117.335,72.383,160,19.16,0.0,21.025
2024-01-03 15:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,39.268,27.035,121.453,63.474,165,19.535,0.0,19.601
2024-01-03 16:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,39.539,20.176,134.815,72.282,180,18.515,0.0,21.448
2024-01-03 17:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,34.99,22.636,128.269,65.415,163,16.165,0.0,19.555
2024-01-03 18:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,38.031,30.815,115.649,64.35,177,19.792,0.0,21.049
2024-01-03 19:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,30.768,20.143,140.06,63.058,125,17.574,0.0,20.834
2024-01-03 20:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,35.46,13.361,127.477,69.552,146,18.217,0.0,20.195
2024-01-03 21:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,40.256,29.244,124.614,65.314,169,17.048,0.0,20.912
2024-01-03 22:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,44.305,29.211,124.267,65.009,156,15.588,0.0,17.713
2024-01-03 23:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,48.129,33.942,103.296,52.287,171,20.933,0.0,21.166
2024-01-04 00:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,54.236,28.857,98.644,66.917,179,21.557,0.0,19.298
2024-01-04 01:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,56.076,39.941,117.131,51.889,171,19.578,0.0,18.792
2024-01-04 02:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,58.637,36.735,83.397,53.204,178,19.219,0.031,18.491
2024-01-04 03:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,62.897,47.0,97.052,36.468,206,21.279,0.438,18.046
2024-01-04 04:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,70.311,38.782,80.392,53.979,216,22.481,0.711,18.163
2024-01-04 05:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,66.326,43.062,89.751,46.939,216,23.568,0.519,18.418
2024-01-04 06:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,68.567,49.298,93.593,33.701,197,23.231,0.993,18.954
2024-01-04 07:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,67.271,39.466,87.168,48.577,215,22.415,0.653,17.928
2024-01-04 08:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,61.709,32.819,101.055,59.98,209,23.032,0.353,19.416
2024-01-04 09:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,61.432,37.721,114.78,51.905,194,21.03,0.408,19.312
2024-01-04 10:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,51.947,36.698,100.984,61.081,182,21.062,0.0,21.444
2024-01-04 11:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,53.304,33.008,109.313,58.502,210,19.736,0.032,20.165
2024-01-04 12:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,46.374,25.592,116.836,59.02,174,17.654,0.0,17.948
2024-01-04 13:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,42.105,24.193,119.211,70.315,183,18.26,0.0,21.295
2024-01-04 14:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,35.725,26.136,134.128,69.784,136,18.508,0.0,20.455
2024-01-04 15:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,29.344,14.216,144.369,77.006,148,15.347,0.0,20.55
2024-01-04 16:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,34.299,32.695,138.361,56.475,154,15.316,0.0,20.272
2024-01-04 17:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,24.956,22.362,149.347,67.211,134,15.785,0.0,21.974
2024-01-04 18:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,30.582,18.177,127.46,62.844,136,16.579,0.0,20.396
2024-01-04 19:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,29.799,18.69,132.45,74.28,107,17.232,0.0,21.759
2024-01-04 20:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,35.021,24.821,128.978,63.273,148,18.165,0.0,21.765
2024-01-04 21:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,35.381,25.211,138.513,70.403,152,16.696,0.0,22.559
2024-01-04 22:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,39.542,17.658,132.793,71.826,148,17.712,0.0,19.894
2024-01-04 23:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,40.643,26.044,129.102,69.814,167,18.741,0.0,20.515
2024-01-05 00:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,47.661,29.98,121.838,64.295,178,19.679,0.0,20.248
2024-01-05 01:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,51.675,32.811,106.049,60.941,216,21.55,0.0,21.97
2024-01-05 02:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,54.451,35.056,103.679,57.941,176,21.728,0.036,20.777
2024-01-05 03:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,58.39,34.873,104.327,53.273,237,20.509,0.0,20.172
2024-01-05 04:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,59.708,37.529,105.246,50.114,198,20.263,0.28,19.764
2024-01-05 05:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,62.801,35.699,89.268,53.479,215,20.915,0.65,19.546
2024-01-05 06:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,63.412,44.304,80.721,44.219,249,21.406,0.25,17.957
2024-01-05 07:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,59.282,31.888,100.383,62.111,203,22.094,0.335,18.921
2024-01-05 08:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,64.001,40.618,85.58,42.71,180,22.261,0.426,18.458
2024-01-05 09:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,60.159,39.495,91.337,47.484,211,21.67,0.293,17.517
2024-01-05 10:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,49.332,30.642,106.895,58.192,175,19.681,0.0,20.598
2024-01-05 11:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,48.397,28.828,118.166,65.667,169,19.222,0.0,21.01
2024-01-05 12:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,44.154,34.489,120.503,57.292,155,18.947,0.0,19.131
2024-01-05 13:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,35.847,19.152,125.254,66.308,152,18.017,0.0,21.654
2024-01-05 14:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,37.89,24.601,120.227,60.194,163,19.962,0.0,20.029
2024-01-05 15:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,27.732,16.833,140.122,80.155,121,15.47,0.0,22.63
2024-01-05 16:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,26.823,14.148,137.832,76.286,109,17.69,0.0,21.778
2024-01-05 17:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,26.009,6.601,135.428,85.389,147,16.457,0.0,22.415
2024-01-05 18:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,16.715,7.224,155.874,85.525,115,15.622,0.0,22.47
2024-01-05 19:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,19.399,10.206,145.088,83.461,125,16.194,0.0,19.691
2024-01-05 20:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,23.34,22.016,132.617,75.261,118,15.75,0.0,22.382
2024-01-05 21:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,31.774,21.152,155.325,74.761,154,15.187,0.0,22.485
2024-01-05 22:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,37.991,21.848,136.134,82.107,173,17.179,0.0,20.685
2024-01-05 23:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,37.382,19.617,126.057,73.211,113,17.389,0.0,21.022
2024-01-06 00:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,47.371,30.416,118.283,67.949,187,19.646,0.0,20.54
2024-01-06 01:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,47.134,30.843,114.206,62.796,207,21.051,0.0,20.24
2024-01-06 02:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,44.896,29.902,131.15,62.44,136,20.383,0.0,19.011
2024-01-06 03:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,56.144,34.675,104.882,70.896,184,21.985,0.267,20.268
2024-01-06 04:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,62.157,37.777,94.579,58.17,173,20.781,0.323,18.405
2024-01-06 05:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,63.461,42.344,99.3,49.587,216,22.391,0.186,16.955
2024-01-06 06:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,59.438,38.147,112.33,61.61,217,20.312,0.151,19.677
2024-01-06 07:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,65.409,46.474,88.595,41.433,227,23.412,0.3,18.553
2024-01-06 08:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,55.172,40.578,86.004,53.973,185,19.989,0.017,19.508
2024-01-06 09:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,51.432,35.049,106.43,60.123,159,19.492,0.0,20.487
2024-01-06 10:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,51.621,31.825,115.96,51.467,153,20.63,0.0,18.826
2024-01-06 11:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,42.46,25.592,127.388,63.457,155,19.97,0.0,19.975
2024-01-06 12:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,36.569,16.083,127.795,62.86,157,17.208,0.0,22.493
2024-01-06 13:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,29.605,12.59,150.887,74.315,155,15.978,0.0,19.537
2024-01-06 14:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,25.152,14.471,142.559,76.757,153,17.385,0.0,21.469
2024-01-06 15:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,27.461,24.314,151.149,61.81,112,16.517,0.0,20.941
2024-01-06 16:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,22.318,14.943,148.833,76.155,139,16.256,0.0,22.88
2024-01-06 17:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,26.623,26.921,140.395,68.27,127,17.243,0.0,21.507
2024-01-06 18:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,25.911,12.754,145.737,82.863,125,15.42,0.0,20.202
2024-01-06 19:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,21.859,8.3,140.979,78.601,121,14.569,0.0,23.442
2024-01-06 20:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,30.117,18.737,135.876,73.838,133,17.52,0.0,21.623
2024-01-06 21:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,25.516,16.667,143.312,83.249,142,15.025,0.0,21.926
2024-01-06 22:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,35.55,21.584,138.791,76.384,152,17.685,0.0,20.524
2024-01-06 23:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,42.871,23.532,139.81,67.034,182,16.228,0.0,21.679
2024-01-07 00:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,47.128,30.215,120.253,67.384,189,20.644,0.0,20.553
2024-01-07 01:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,52.933,31.59,122.194,61.071,176,21.435,0.0,19.237
2024-01-07 02:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,54.542,39.56,92.676,51.342,197,22.865,0.0,18.016
2024-01-07 03:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,63.745,42.251,90.973,55.273,206,21.549,0.667,19.388
2024-01-07 04:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,61.394,38.646,105.484,48.959,200,19.877,0.443,19.657
2024-01-07 05:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,63.57,41.044,100.48,50.78,202,21.587,0.366,20.733
2024-01-07 06:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,57.185,37.454,101.934,52.251,169,18.648,0.187,19.083
2024-01-07 07:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,55.143,37.547,117.478,56.125,211,20.878,0.273,21.103
2024-01-07 08:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,62.762,35.146,98.787,47.563,208,22.605,0.843,19.555
2024-01-07 09:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,60.733,38.386,101.061,49.454,200,20.561,0.54,20.377
2024-01-07 10:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,49.544,34.59,115.833,59.441,177,21.12,0.0,21.306
2024-01-07 11:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,49.183,32.99,130.873,61.009,165,20.725,0.0,19.325
2024-01-07 12:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,47.544,30.625,124.122,58.187,146,21.301,0.0,20.381
2024-01-07 13:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,43.103,23.134,120.239,72.159,151,17.299,0.0,21.293
2024-01-07 14:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,33.962,19.487,128.72,71.449,120,18.55,0.0,22.775
2024-01-07 15:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,30.668,16.282,140.29,71.772,164,16.721,0.0,22.866
2024-01-07 16:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,28.195,17.311,134.047,73.276,137,16.518,0.0,22.831
2024-01-07 17:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,28.715,16.948,136.553,76.843,147,16.489,0.0,20.842
2024-01-07 18:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,34.32,20.653,129.559,71.836,173,20.362,0.0,19.546
2024-01-07 19:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,35.333,18.599,127.613,73.672,150,16.513,0.0,21.578
2024-01-07 20:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,31.079,16.469,126.613,72.242,136,17.115,0.0,21.269
2024-01-07 21:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,37.652,20.721,140.658,67.993,165,18.607,0.0,21.317
2024-01-07 22:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,46.768,31.031,120.495,66.685,146,19.217,0.0,19.637
2024-01-07 23:00:00+00:00,CELL_002,SITE_01,SITE_01_SEC_2,5G NSA,n78,42.447,26.882,120.778,70.896,138,16.5,0.0,19.675
2024-01-01 00:00:00+00:00,CELL_003,SITE_01,SITE_01_SEC_3,5G NSA,n78,69.528,46.925,87.303,47.388,226,22.09,0.898,17.437
2024-01-01 01:00:00+00:00,CELL_003,SITE_01,SITE_01_SEC_3,5G NSA,n78,63.321,44.004,93.107,50.198,209,18.698,0.477,18.832
2024-01-01 02:00:00+00:00,CELL_003,SITE_01,SITE_01_SEC_3,5G NSA,n78,56.004,37.549,95.273,53.622,190,21.042,0.073,19.665
2024-01-01 03:00:00+00:00,CELL_003,SITE_01,SITE_01_SEC_3,5G NSA,n78,54.791,29.626,116.352,53.182,192,20.982,0.0,19.283
2024-01-01 04:00:00+00:00,CELL_003,SITE_01,SITE_01_SEC_3,5G NSA,n78,44.958,27.196,109.191,58.316,197,17.631,0.0,19.987
2024-01-01 05:00:00+00:00,CELL_003,SITE_01,SITE_01_SEC_3,5G NSA,n78,44.353,25.888,118.242,77.698,154,20.767,0.0,21.035
2024-01-01 06:00:00+00:00,CELL_003,SITE_01,SITE_01_SEC_3,5G NSA,n78,39.671,17.49,135.725,78.614,174,17.783,0.0,21.501
2024-01-01 07:00:00+00:00,CELL_003,SITE_01,SITE_01_SEC_3,5G NSA,n78,42.208,24.594,123.931,72.031,140,17.316,0.0,20.922
